request,Candidate:token,Candidate:id,Candidate,Candidate_Entity:token,Candidate_Entity:id,Candidate_Entity,Election_Status:token,Election_Status:id,Election_Status,Status_of_Candidate:token,Status_of_Candidate:id,Status_of_Candidate,Specific_Party:token,Specific_Party:id,Specific_Party,General_Party:token,General_Party:id,General_Party,Election_Jurisdiction:token,Election_Jurisdiction:id,Election_Jurisdiction,Election_Year:token,Election_Year:id,Election_Year,Election_Type:token,Election_Type:id,Election_Type,Office_Sought:token,Office_Sought:id,Office_Sought,Incumbency_Status:token,Incumbency_Status:id,Incumbency_Status,#_of_Records,Total_$
f-fc=1&c-exi=1&c-r-ot=L&c-t-id=221580,c-t-id,221580,"OSSOFF, JON",c-t-eid,43492014,"OSSOFF, JON",c-t-ftsts,"Pending-General Runoff","Pending-General Runoff",c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,GA,GA,y,2017,2017,c-r-t,3,Special,c-r-osid,15094,"US HOUSE DISTRICT GA 006",c-t-ico,O,Open,25731,8224395.10
f-fc=1&c-exi=1&c-r-ot=L&c-t-id=211690,c-t-id,211690,"MCSALLY, MARTHA E",c-t-eid,17657675,"MCSALLY, MARTHA E",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AZ,AZ,y,2016,2016,c-r-t,1,Standard,c-r-osid,14988,"US HOUSE DISTRICT AZ 002",c-t-ico,I,Incumbent,17668,8109830.82
f-fc=1&c-exi=1&c-r-ot=L&c-t-id=197439,c-t-id,197439,"ZINKE, RYAN K",c-t-eid,6675530,"ZINKE, RYAN K",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,MT,MT,y,2016,2016,c-r-t,1,Standard,c-r-osid,15207,"US HOUSE DISTRICT MT 001",c-t-ico,I,Incumbent,18477,6376461.90
f-fc=1&c-exi=1&c-r-ot=L&c-t-id=160490,c-t-id,160490,"WEST, ALLEN B",c-t-eid,12266050,"WEST, ALLEN B",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,FL,FL,y,2010,2010,c-r-t,1,Standard,c-r-osid,15083,"US HOUSE DISTRICT FL 022",c-t-ico,C,Challenger,10688,6039134.83
f-fc=1&c-exi=1&c-r-ot=L&c-t-id=174109,c-t-id,174109,"CANTOR, ERIC I",c-t-eid,6568554,"CANTOR, ERIC I",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,VA,VA,y,2014,2014,c-r-t,1,Standard,c-r-osid,15382,"US HOUSE DISTRICT VA 007",c-t-ico,I,Incumbent,3897,5969138.11
f-fc=1&c-exi=1&c-r-ot=L&c-t-id=160296,c-t-id,160296,"CANTOR, ERIC I",c-t-eid,6568554,"CANTOR, ERIC I",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,VA,VA,y,2010,2010,c-r-t,1,Standard,c-r-osid,15382,"US HOUSE DISTRICT VA 007",c-t-ico,I,Incumbent,3811,5901783.04
f-fc=1&c-exi=1&c-r-ot=L&c-t-id=211659,c-t-id,211659,"SINEMA, KYRSTEN",c-t-eid,6459171,"SINEMA, KYRSTEN",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AZ,AZ,y,2016,2016,c-r-t,1,Standard,c-r-osid,14995,"US HOUSE DISTRICT AZ 009",c-t-ico,I,Incumbent,6681,5865178.04
f-fc=1&c-exi=1&c-r-ot=L&c-t-id=174008,c-t-id,174008,"ELDRIDGE, SEAN S",c-t-eid,4547633,"ELDRIDGE, SEAN S",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NY,NY,y,2014,2014,c-r-t,1,Standard,c-r-osid,15264,"US HOUSE DISTRICT NY 019",c-t-ico,C,Challenger,8281,5740334.42
f-fc=1&c-exi=1&c-r-ot=L&c-t-id=219474,c-t-id,219474,"COMSTOCK, BARBARA J",c-t-eid,6680418,"COMSTOCK, BARBARA J",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,VA,VA,y,2016,2016,c-r-t,1,Standard,c-r-osid,15385,"US HOUSE DISTRICT VA 010",c-t-ico,I,Incumbent,5387,5732797.35
f-fc=1&c-exi=1&c-r-ot=L&c-t-id=160458,c-t-id,160458,"GRAYSON, ALAN MARK",c-t-eid,715393,"GRAYSON, ALAN MARK",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,FL,FL,y,2010,2010,c-r-t,1,Standard,c-r-osid,15069,"US HOUSE DISTRICT FL 008",c-t-ico,I,Incumbent,8613,5722276.41
f-fc=1&c-exi=1&c-r-ot=L&c-t-id=195178,c-t-id,195178,"DOLD JR, ROBERT JAMES",c-t-eid,3286452,"DOLD JR, ROBERT JAMES",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,IL,IL,y,2016,2016,c-r-t,1,Standard,c-r-osid,15120,"US HOUSE DISTRICT IL 010",c-t-ico,I,Incumbent,4303,5485585.99
f-fc=1&c-exi=1&c-r-ot=L&c-t-id=179066,c-t-id,179066,"MURPHY, PATRICK E",c-t-eid,323583,"MURPHY, PATRICK E",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,FL,FL,y,2014,2014,c-r-t,1,Standard,c-r-osid,15079,"US HOUSE DISTRICT FL 018",c-t-ico,I,Incumbent,6266,5420313.04
